"Time","Return","Price","RelativeConditionalScale","CascadeActivity","FineScaleDissipation"
4698,0.02313432789948143,22.25204590142136,1.061152954505783,0.0031212727419520636,0.00030506143736991765
4699,-0.003357017646756839,22.17747063593087,1.0577893577953288,0.0029462213020900055,0.0002816443599310135
4700,0.006457558031148533,22.321146337362936,1.0546572174965236,0.002783575030105642,0.00026025239193232984
4701,0.026160978181727156,22.912794666062354,1.0517376193371573,0.002632276879925728,0.00024068887656268935
4702,0.013733815968852333,23.22964557709712,1.049013414075608,0.002491374290350493,0.0002227784306207251
4703,-0.007901834829879996,23.04681206602058,1.0464690350459829,0.0023600075095220694,0.0002063644066821304
4704,-0.012350537360185897,22.763922070191708,1.0440903360600207,0.0022373993663215696,0.0001913066857066217
4705,-0.0017080696674806686,22.725072893386177,1.0418644472769552,0.002122846292747692,0.0001774797535760074
4706,-0.013114882972407059,22.42898206409788,1.0397796469381162,0.00201571042998389,0.0001647710220690035
4707,0.006294815580552599,22.5706136746096,1.0378252471156277,0.0019154126750352567,0.00015307936066811398
4708,0.009657722729810882,22.789650398805975,1.035991491847363,0.0018214265452528233,0.00014231381054926795
4709,-0.011084745526385803,22.538427864767346,1.0342694662264895,0.0017332727553750176,0.0001323924562825118
4710,-0.011719339086988627,22.275834104235777,1.0326510151863775,0.001650514416410724,0.00012324143430091154
4711,0.018935923052295547,22.70166662657179,1.031128670873078,0.0015727527781861932,0.00011479406018148601
4712,0.017412115366024262,23.100412091582093,1.0296955876304723,0.0014996234480281587,0.00010699005931461537
4713,-0.034817064703901966,22.309963939990446,2.5251675063978585,0.15511939623795287,0.00009977488769004697
4714,0.05440124620212557,23.557273783843755,2.578462088616026,0.16655856407085984,0.00009309913135905038
4715,0.04155130255230498,24.556729749262928,2.638416917946396,0.18049764346461236,0.00008691797469397925
4716,-0.008080300108570682,24.35910351810317,2.76508911804145,0.2143987647807481,0.007770949188423407
4717,-0.038293949595970295,23.443931838142777,2.928612263548542,0.2700160079211327,0.02536609936129113
4718,0.07615286273980584,25.29899202211932,3.0553026864837673,0.32634305037352873,0.045838201820507546
4719,0.016514140048728712,25.720251918246912,3.129255446960459,0.36679909846024084,0.06293220294020156
4720,0.06005766090964767,27.312278278555258,3.1596743541869414,0.38550668391728266,0.07388587778870258
4721,0.028318343222583735,28.096772106813752,3.1574782098036844,0.3841108149798069,0.07860299601253065
4722,-0.06031763230062844,26.452140089759936,3.1305530686385836,0.3675704045505931,0.0782929376968954
4723,0.027622480152789227,27.192998877204992,3.084188962667215,0.3413677403480343,0.07451158862024664
4724,-0.028536400468938742,26.42797598524121,3.0221009734768374,0.3101702095971369,0.06866950081181684
